file,method,params,startLineno,endLineno,affectedLineno,affectedOffsets,affectedVar,affectedTypes
lib\ansible\plugins\callback\mail.py,set_options,"self, task_keys=None, var_options=None, direct=None",82,90,90,2713-2719,attach,"str,tuple,?"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,103,3645-3652,subject,"str,tuple,?"
lib\ansible\plugins\callback\mail.py,mail,"self, subject='Ansible error mail', body=None",92,121,103,3659-3663,body,"str,tuple"
lib\ansible\plugins\callback\minimal.py,_command_generic_msg,"self, host, result, caption",33,41,41,1422-1425,buf,"str,tuple"
lib\ansible\plugins\callback\minimal.py,v2_runner_on_failed,"self, result, ignore_errors=False",43,51,43,1502-1505,buf,"str,tuple"
lib\ansible\plugins\callback\minimal.py,v2_runner_on_failed,"self, result, ignore_errors=False",43,51,45,1548-1551,buf,"str,tuple"
lib\ansible\plugins\connection\jail.py,__init__,"self, play_context, new_stdin, *args, **kwargs",66,80,72,2582-2585,cmd,"str,Connection"
lib\ansible\plugins\connection\jail.py,__init__,"self, play_context, new_stdin, *args, **kwargs",66,80,74,2680-2683,cmd,"str,Connection"
lib\ansible\plugins\connection\jail.py,__init__,"self, play_context, new_stdin, *args, **kwargs",66,80,77,2749-2756,jls_cmd,"str,Connection"
lib\ansible\plugins\connection\jail.py,_buffered_exec_command,"self, cmd, stdin=subprocess.PIPE",105,129,110,4092-4101,jexec_cmd,"str,Connection"
lib\ansible\plugins\connection\jail.py,_buffered_exec_command,"self, cmd, stdin=subprocess.PIPE",105,129,110,4132-4135,cmd,"str,tuple"
lib\ansible\plugins\connection\libvirt_lxc.py,_buffered_exec_command,"self, cmd, stdin=subprocess.PIPE",86,107,90,3511-3514,cmd,"str,tuple"
lib\ansible\plugins\connection\paramiko_ssh.py,_connect_uncached,self,288,350,288,10821-10830,cache_key,"str,tuple"
lib\ansible\plugins\connection\paramiko_ssh.py,_connect_uncached,self,288,350,290,10891-10900,cache_key,"str,tuple"
lib\ansible\plugins\connection\paramiko_ssh.py,exec_command,"self, cmd, in_data=None, sudoable=True",352,427,355,13143-13152,cache_key,"str,tuple"
lib\ansible\plugins\connection\paramiko_ssh.py,exec_command,"self, cmd, in_data=None, sudoable=True",352,427,356,13195-13204,cache_key,"str,tuple"
lib\ansible\plugins\connection\ssh.py,_bare_run,"self, cmd, in_data, sudoable=True, checkrc=True",594,869,614,26313-26316,msg,"str,tuple,tuple"
lib\ansible\plugins\connection\winrm.py,set_options,"self, task_keys=None, var_options=None, direct=None",183,251,226,10083-10090,cmd_ext,"list,str"
lib\ansible\plugins\connection\winrm.py,set_options,"self, task_keys=None, var_options=None, direct=None",183,251,229,10256-10263,cmd_ext,"list,str"
lib\ansible\plugins\connection\winrm.py,_winrm_connect,self,301,358,358,16566-16572,script,"str,dict"
lib\ansible\plugins\connection\zone.py,_buffered_exec_command,"self, cmd, stdin=subprocess.PIPE",109,127,115,4412-4415,cmd,"str,tuple"
lib\ansible\plugins\connection\zone.py,__init__,"self, play_context, new_stdin, *args, **kwargs",56,68,68,2364-2367,cmd,"str,Connection"
lib\ansible\plugins\connection\zone.py,_search_executable,executable,70,75,70,2462-2465,cmd,"str,Connection"
lib\ansible\plugins\filter\core.py,comment,"text, style='plain', **kw",340,420,342,10271-10278,str_end,"str,tuple"
lib\ansible\plugins\filter\core.py,rand,"environment, end, start=None, step=None, seed=None",225,242,234,7072-7082,saltstring,"str,tuple"
lib\ansible\plugins\filter\ipaddr.py,_6to4_query,"v, vtype, value",60,88,60,1816-1822,ipconv,"str,bool"
lib\ansible\plugins\filter\ipaddr.py,_6to4_query,"v, vtype, value",60,88,61,1872-1878,ipconv,"str,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,476,13637-13641,_ret,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,477,13674-13678,_ret,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,572,16250-16255,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,574,16323-16328,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,577,16421-16422,v,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,585,16538-16539,v,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,516,14767-14772,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,518,14840-14845,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,521,14938-14939,v,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,529,15082-15083,v,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,549,15581-15586,vsize,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,555,15757-15762,vsize,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,536,15213-15218,vsize,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,542,15391-15396,vsize,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,603,16965-16970,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,605,17038-17043,vtype,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,608,17113-17114,v,"list,str,list,bool"
lib\ansible\plugins\filter\ipaddr.py,ipaddr,"value, query='', version=False, alias='ipaddr'",416,638,611,17192-17193,v,"list,str,list,bool"
lib\ansible\plugins\lookup\dig.py,run,"self, terms, variables=None, **kwargs",184,302,190,7706-7710,flat,"bool,int"
lib\ansible\plugins\lookup\ini.py,_parse_params,term,74,93,86,3170-3173,var,"list,str,bool"
lib\ansible\plugins\lookup\ini.py,_parse_params,term,74,93,87,3212-3215,var,"list,str,bool"
lib\ansible\plugins\lookup\ini.py,_parse_params,term,74,93,88,3256-3259,var,"list,str,bool"
lib\ansible\plugins\lookup\ini.py,_parse_params,term,74,93,91,3355-3358,var,"list,str,bool"
lib\ansible\plugins\lookup\password.py,_parse_parameters,term,107,154,134,5179-5186,content,"str,tuple"
lib\ansible\plugins\lookup\password.py,_read_password_file,b_path,157,170,158,6181-6188,content,"str,tuple"
lib\ansible\plugins\shell\sh.py,checksum,"self, path, python_interp",44,82,81,2935-2938,cmd,"str,tuple,tuple"
lib\ansible\plugins\shell\sh.py,checksum,"self, path, python_interp",44,82,77,2681-2689,basefile,"None,str,tuple"
lib\ansible\plugins\shell\sh.py,checksum,"self, path, python_interp",44,82,79,2819-2827,basefile,"None,str,tuple"
lib\ansible\plugins\strategy\__init__.py,_add_host,"self, host_info, iterator",606,630,624,29705-29708,msg,"str,tuple"
lib\ansible\plugins\strategy\__init__.py,_add_group,"self, host, result_item",632,668,636,30081-30084,msg,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,500,21806-21809,res,"str,int"
lib\ansible\template\__init__.py,_get_filters,self,294,312,295,11384-11392,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_filters,self,294,312,296,11435-11443,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_filters,self,294,312,298,11486-11494,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_clean_data,"self, orig_data",346,404,367,15751-15755,data,"str,tuple"
lib\ansible\template\__init__.py,_clean_data,"self, orig_data",346,404,367,15801-15805,data,"str,tuple"
lib\ansible\template\__init__.py,_get_filters,self,294,312,303,11858-11866,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_tests,self,314,328,316,12593-12601,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_tests,self,314,328,322,13111-13119,variable,"str,tuple,?"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,424,18330-18334,data,"str,tuple"
lib\ansible\template\__init__.py,_escape_backslashes,"data, jinja_env",100,140,110,4043-4049,in_str,"str,tuple"
lib\ansible\template\__init__.py,_escape_backslashes,"data, jinja_env",100,140,112,4084-4090,in_str,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,508,22130-22134,data,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,437,18769-18773,data,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,438,18826-18830,data,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,439,18866-18870,data,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,440,18921-18925,data,"str,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,441,18963-18967,line,"str,list"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,442,19013-19017,pair,"str,list"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,443,19056-19059,key,"str,list"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,444,19126-19129,val,"str,list"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,453,19477-19481,data,"str,list,tuple"
lib\ansible\template\__init__.py,generate_ansible_template_vars,path,73,97,80,3036-3040,data,"str,list,tuple"
lib\ansible\template\__init__.py,generate_ansible_template_vars,path,73,97,80,3053-3057,data,"str,list,tuple"
lib\ansible\template\__init__.py,generate_ansible_template_vars,path,73,97,82,3117-3121,data,"str,list,tuple"
lib\ansible\template\__init__.py,_escape_backslashes,"data, jinja_env",100,140,100,3738-3742,data,"str,list,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,463,19919-19923,data,"str,list,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,456,19549-19553,data,"str,list,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,482,20725-20729,data,"str,list,tuple"
lib\ansible\template\__init__.py,template,"self, variable, convert_bare=False, preserve_trailing_newlines=True, escape_backslashes=True, fail_on_undefined=None, overrides=None, convert_data=True, static_vars=None, cache=True, bare_deprecated=True, disable_lookups=False",419,534,502,21873-21876,res,"str,int,?"
lib\ansible\template\__init__.py,_get_tests,self,314,328,323,13348-13356,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_tests,self,314,328,325,13510-13516,result,"str,list,tuple,int"
lib\ansible\template\__init__.py,_get_tests,self,314,328,325,13541-13547,result,"str,list,tuple,int"
lib\ansible\template\__init__.py,_get_tests,self,314,328,326,13636-13642,result,"str,list,tuple,int"
lib\ansible\template\__init__.py,_get_tests,self,314,328,326,13662-13668,result,"str,list,tuple,int"
lib\ansible\template\__init__.py,_get_tests,self,314,328,327,13749-13755,result,"str,list,tuple,int"
lib\ansible\template\__init__.py,_get_extensions,self,330,344,338,14483-14489,result,"str,list,tuple,?,int"
lib\ansible\template\__init__.py,_get_extensions,self,330,344,340,14516-14522,result,"str,list,tuple,?,int"
lib\ansible\template\__init__.py,_get_extensions,self,330,344,342,14554-14562,variable,"str,tuple,?"
lib\ansible\template\__init__.py,_get_extensions,self,330,344,343,14744-14752,variable,"str,tuple,?"
lib\ansible\utils\display.py,banner,"self, msg, color=None, cows=True",232,248,234,8374-8379,stars,"str,int"
lib\ansible\utils\display.py,deprecated,"self, msg, version=None, removed=False",193,213,194,6809-6816,new_msg,"str,tuple"
lib\ansible\utils\display.py,deprecated,"self, msg, version=None, removed=False",193,213,198,7057-7064,new_msg,"str,tuple"
