<<__future__>> <<23:939-949>> <<module>> <<VARIABLE>> <<ANCHOR>>
<<self>> <<65:2306-2310>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<DATA_PATH>> <<65:2311-2320>> <<str>> <<VARIABLE>> <<LINK>>
<<filename>> <<65:2322-2330>> <<str>> <<VARIABLE>> <<LINK>>
<<myfile>> <<67:2371-2377>> <<str>> <<VARIABLE>> <<LINK>>
<<self>> <<53:1802-1806>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<54:1888-1892>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<_str_from_data_file>> <<54:1893-1912>> <<function>> <<VARIABLE>> <<LINK>>
<<self>> <<54:1868-1872>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<55:1966-1970>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<_str_from_data_file>> <<55:1971-1990>> <<function>> <<VARIABLE>> <<LINK>>
<<self>> <<55:1946-1950>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<self>> <<56:2042-2046>> <<Galaxy>> <<VARIABLE>> <<LINK>>
<<_str_from_data_file>> <<56:2047-2066>> <<function>> <<VARIABLE>> <<LINK>>
<<self>> <<56:2020-2024>> <<Galaxy>> <<VARIABLE>> <<LINK>>
